Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN09325,,,,1.0,Not Selected,,,71.0,2018.0,11.0,,Online,,0.0,,,2.0,0.0
INN31447,2.0,,,2.0,Not Selected,0.0,,,2018.0,6.0,,Online,,0.0,,,0.0,0.0
INN01013,2.0,,,2.0,,,,64.0,2018.0,4.0,,,,0.0,0.0,,1.0,0.0
INN19805,2.0,,,3.0,Meal Plan 1,0.0,,17.0,2017.0,10.0,20.0,Online,,0.0,,,0.0,
INN14020,2.0,,,,Meal Plan 2,0.0,Room_Type 4,,2018.0,6.0,,Online,,0.0,,141.68,1.0,0.0
INN02634,2.0,,,,Not Selected,,Room_Type 1,,,7.0,,Online,,0.0,0.0,,0.0,0.0
INN03580,2.0,,,3.0,,,,,2018.0,4.0,,,,0.0,,94.5,,0.0
INN15758,2.0,,,1.0,,0.0,,124.0,2018.0,8.0,,Online,,0.0,,,,1.0
INN34922,3.0,0.0,,,,,,,2018.0,6.0,,Online,,0.0,0.0,,,1.0
INN21156,2.0,0.0,,,Meal Plan 1,,,16.0,2017.0,9.0,,,,0.0,0.0,,2.0,0.0
INN06162,2.0,,2.0,2.0,Meal Plan 1,0.0,Room_Type 4,,2018.0,3.0,11.0,,0.0,0.0,0.0,,0.0,1.0
INN04503,3.0,,2.0,2.0,,0.0,,,2018.0,8.0,,Online,,0.0,0.0,159.3,1.0,0.0
INN31198,,,0.0,1.0,,0.0,,8.0,,3.0,2.0,Online,,0.0,0.0,,0.0,0.0
INN32034,2.0,,1.0,5.0,Not Selected,,,,2018.0,3.0,,Online,,0.0,0.0,,1.0,0.0
INN26224,2.0,0.0,,1.0,Meal Plan 2,,,,2017.0,10.0,,Offline,,0.0,0.0,,0.0,0.0
INN15895,3.0,0.0,2.0,2.0,Meal Plan 1,0.0,Room_Type 4,,2018.0,12.0,,Online,,0.0,,119.0,1.0,1.0
INN33789,2.0,0.0,,,,,Room_Type 1,,,5.0,20.0,,,0.0,0.0,,1.0,0.0
INN03995,1.0,,,2.0,Meal Plan 1,,,,2018.0,4.0,,,,0.0,,115.0,0.0,1.0
INN03070,2.0,,1.0,0.0,Meal Plan 1,,Room_Type 1,,2018.0,3.0,20.0,Complementary,0.0,0.0,,,0.0,0.0
INN04750,2.0,,,,,0.0,Room_Type 1,,2018.0,9.0,,Online,,0.0,0.0,,,0.0
INN29017,,,,1.0,,0.0,,,2018.0,4.0,,Online,,0.0,0.0,,,0.0
INN15724,2.0,0.0,,,,0.0,,,2018.0,9.0,26.0,,,0.0,0.0,,,1.0
INN20634,2.0,,0.0,0.0,Meal Plan 1,0.0,,,,10.0,,Online,,0.0,0.0,,1.0,0.0
INN00349,2.0,,0.0,1.0,Meal Plan 1,,Room_Type 1,,,2.0,,Online,0.0,0.0,,,,0.0
INN04848,2.0,,,2.0,,,,,2017.0,8.0,,,,0.0,,109.0,0.0,0.0
INN29981,2.0,,,,Meal Plan 1,0.0,,,2017.0,10.0,,Complementary,0.0,0.0,0.0,,0.0,0.0
INN03470,,,,2.0,,,Room_Type 4,28.0,2018.0,8.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN19332,1.0,,,,,0.0,,,2018.0,4.0,,,,0.0,0.0,,,1.0
INN08654,,,,1.0,Meal Plan 1,0.0,Room_Type 6,,2018.0,5.0,,,0.0,0.0,,177.3,0.0,1.0
INN21807,2.0,,2.0,,Meal Plan 1,0.0,,117.0,2018.0,10.0,,Online,,0.0,0.0,,2.0,0.0
INN03707,2.0,,,0.0,Meal Plan 1,0.0,,,2018.0,3.0,20.0,Offline,0.0,0.0,0.0,85.0,1.0,0.0
INN29479,1.0,,,2.0,,0.0,,,2017.0,10.0,,,0.0,0.0,0.0,,0.0,1.0
INN21544,2.0,,,1.0,,,,,2018.0,7.0,,Online,,0.0,0.0,,,1.0
INN07626,2.0,,,1.0,Not Selected,,,,2018.0,11.0,,Online,,0.0,0.0,,0.0,0.0
INN26786,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,12.0,1.0,Online,1.0,1.0,0.0,,0.0,0.0
INN00215,2.0,0.0,,2.0,,,,,2018.0,8.0,,,0.0,0.0,0.0,,1.0,0.0
INN03635,2.0,,,,Meal Plan 2,0.0,,,,9.0,,Online,,0.0,0.0,,,1.0
INN04073,2.0,,0.0,2.0,,0.0,,16.0,2018.0,10.0,,Online,0.0,0.0,,,,0.0
INN32080,2.0,0.0,2.0,,Not Selected,0.0,,,2018.0,5.0,,Online,0.0,0.0,0.0,,1.0,0.0
INN14712,2.0,,,,,,,,2018.0,10.0,,,,0.0,0.0,,,1.0
INN16171,2.0,,,2.0,,,Room_Type 1,,2018.0,10.0,,Offline,0.0,0.0,,115.0,1.0,1.0
INN20795,2.0,,,3.0,Meal Plan 1,,Room_Type 1,85.0,2018.0,7.0,,Offline,,0.0,0.0,86.36,0.0,0.0
INN09297,2.0,,,2.0,,0.0,Room_Type 1,,2018.0,5.0,,Offline,0.0,0.0,0.0,,0.0,1.0
INN15522,1.0,0.0,,1.0,Meal Plan 2,,,,2018.0,1.0,,,0.0,0.0,0.0,87.0,,0.0
INN01665,2.0,,,,Meal Plan 1,0.0,,,2017.0,11.0,,Offline,,0.0,,80.0,0.0,0.0
INN29599,2.0,2.0,2.0,3.0,,0.0,,,2018.0,6.0,,Online,0.0,0.0,0.0,211.5,,1.0
INN21366,2.0,,,,Meal Plan 1,,Room_Type 4,41.0,2018.0,11.0,2.0,Online,0.0,0.0,,,0.0,0.0
INN02843,2.0,0.0,,1.0,Not Selected,0.0,Room_Type 1,,2018.0,4.0,,Online,,0.0,,89.0,1.0,0.0
INN31225,2.0,0.0,,,,0.0,Room_Type 1,27.0,,11.0,,Online,,0.0,0.0,,2.0,0.0
INN31500,2.0,,,1.0,Not Selected,,,,,3.0,,,,0.0,0.0,,1.0,0.0
INN01451,2.0,,,4.0,,,,,2018.0,4.0,,Online,,0.0,0.0,,0.0,1.0
INN14515,2.0,,,2.0,,0.0,Room_Type 1,265.0,2018.0,6.0,,Offline,,0.0,,,1.0,1.0
INN13515,2.0,,,2.0,Not Selected,,,3.0,2017.0,8.0,,Online,,0.0,0.0,,0.0,0.0
INN29605,2.0,,,,,0.0,,,2018.0,3.0,,Online,,0.0,,88.2,,0.0
INN23464,2.0,,,1.0,,0.0,Room_Type 1,,2018.0,6.0,,Offline,,0.0,0.0,120.0,0.0,0.0
INN27931,,,,2.0,Meal Plan 1,,Room_Type 1,74.0,,10.0,,Online,0.0,0.0,,68.5,0.0,0.0
INN26828,,,,2.0,Meal Plan 2,0.0,,,2017.0,7.0,,,,0.0,,,,1.0
INN17256,2.0,,,3.0,,0.0,Room_Type 4,,2018.0,9.0,,,,0.0,0.0,,2.0,0.0
INN27525,2.0,,,1.0,Not Selected,,Room_Type 1,,2018.0,4.0,,,,0.0,,89.0,0.0,0.0
INN17331,2.0,,,1.0,,0.0,,46.0,2018.0,5.0,,Online,,0.0,,,0.0,0.0
INN25015,2.0,,2.0,,Not Selected,0.0,,,2018.0,,,Online,,0.0,,75.54,,0.0
INN14336,3.0,,,1.0,,0.0,,,2018.0,10.0,,,,0.0,0.0,,0.0,1.0
INN11057,2.0,,,,,,Room_Type 6,,2018.0,5.0,,Online,0.0,0.0,0.0,177.65,1.0,1.0
INN06400,2.0,,,,,,,,2018.0,10.0,,,0.0,0.0,,105.0,0.0,0.0
INN17502,2.0,,,3.0,Not Selected,,,,2018.0,3.0,,Online,,0.0,,,,1.0
INN24315,2.0,,,3.0,Meal Plan 1,0.0,Room_Type 1,,,12.0,,Online,,0.0,,,2.0,0.0
INN32915,2.0,,,,Meal Plan 1,,,,2018.0,10.0,,Offline,,0.0,0.0,,1.0,0.0
INN03117,2.0,,,3.0,Meal Plan 2,0.0,,,2018.0,8.0,,,,0.0,0.0,,0.0,1.0
INN04451,,0.0,,,,,,,2017.0,9.0,,,0.0,0.0,,124.0,2.0,0.0
INN08471,,0.0,,4.0,Meal Plan 1,,,6.0,,8.0,,Online,,0.0,0.0,90.0,2.0,0.0
INN35691,1.0,,,3.0,,0.0,,,2018.0,10.0,,Offline,,0.0,,100.8,0.0,1.0
INN22218,3.0,,,2.0,Meal Plan 1,0.0,Room_Type 5,,2018.0,4.0,,Offline,,0.0,0.0,,0.0,0.0
INN08172,,,,0.0,,,,,2018.0,4.0,,Online,0.0,0.0,0.0,,0.0,0.0
INN34499,2.0,,,,,0.0,Room_Type 1,,2018.0,2.0,,,,0.0,0.0,,1.0,1.0
INN02681,2.0,,,2.0,Meal Plan 1,,,,2018.0,3.0,,,,0.0,,,1.0,0.0
INN30661,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,,3.0,,,,0.0,,,,1.0
INN02458,1.0,,,1.0,,0.0,,,2017.0,11.0,,Corporate,,0.0,1.0,,0.0,0.0
INN04639,2.0,,,2.0,,,Room_Type 1,,2018.0,3.0,25.0,,,0.0,0.0,,0.0,1.0
INN08538,3.0,,0.0,4.0,,0.0,,,2018.0,7.0,,,,0.0,0.0,137.7,0.0,1.0
INN05502,2.0,,,1.0,,,,,2018.0,9.0,,Online,,0.0,0.0,,,1.0
INN03133,,,1.0,3.0,,0.0,,32.0,2018.0,10.0,,Online,,0.0,0.0,176.4,0.0,1.0
INN35102,2.0,,,,Meal Plan 2,,Room_Type 1,,2018.0,6.0,,Offline,0.0,0.0,0.0,,1.0,0.0
INN10836,2.0,,,3.0,Meal Plan 1,,Room_Type 4,52.0,2018.0,3.0,,Online,,0.0,0.0,,,0.0
INN25896,3.0,,,,Meal Plan 1,0.0,Room_Type 4,130.0,,11.0,,,,0.0,0.0,,,0.0
INN17783,2.0,,,,Meal Plan 1,0.0,,,2017.0,12.0,,Online,,0.0,0.0,,,0.0
INN15190,2.0,0.0,,2.0,Meal Plan 1,,,,2018.0,7.0,,,0.0,0.0,,72.25,0.0,0.0
INN11833,2.0,,1.0,2.0,Meal Plan 1,,,,2018.0,4.0,,Offline,,0.0,,,0.0,1.0
INN25527,2.0,0.0,0.0,2.0,,,Room_Type 1,,2018.0,5.0,,,,0.0,0.0,,0.0,1.0
INN31408,2.0,,1.0,2.0,Meal Plan 1,,,,2018.0,9.0,,Online,,0.0,0.0,,0.0,1.0
INN29831,,,,,Meal Plan 1,,,19.0,2018.0,12.0,,Online,,0.0,,,1.0,0.0
INN35737,2.0,,,2.0,Meal Plan 1,,,,2018.0,6.0,,Corporate,,0.0,0.0,,0.0,0.0
INN13605,,,,,Meal Plan 1,,Room_Type 1,127.0,2018.0,5.0,,Online,,0.0,0.0,,1.0,0.0
INN01513,2.0,,,3.0,Meal Plan 1,0.0,,,2017.0,9.0,,Online,,0.0,,116.75,,1.0
INN08297,,,,1.0,Not Selected,,Room_Type 1,,2018.0,10.0,,,,0.0,0.0,108.0,1.0,0.0
INN13311,,,1.0,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,11.0,,Offline,,0.0,,,0.0,0.0
INN13254,1.0,,0.0,2.0,Meal Plan 2,,,346.0,2018.0,9.0,,Offline,,0.0,,,0.0,0.0
INN35912,2.0,0.0,,5.0,,,,,2018.0,12.0,,Offline,0.0,0.0,,,1.0,0.0
INN04978,2.0,,,,,1.0,,,2018.0,8.0,23.0,Online,,0.0,,137.0,2.0,0.0
INN33697,2.0,0.0,,4.0,Meal Plan 1,,Room_Type 1,,2018.0,10.0,,Online,,0.0,0.0,90.95,0.0,1.0
INN34590,1.0,,,2.0,Meal Plan 1,0.0,,,2018.0,5.0,,Online,0.0,0.0,0.0,,0.0,0.0
INN23344,2.0,,1.0,1.0,,0.0,,,2018.0,5.0,,,0.0,0.0,0.0,,1.0,0.0
INN11552,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,4.0,1.0,Online,,0.0,0.0,,,1.0
INN31670,1.0,,,2.0,,,Room_Type 1,,,9.0,,Corporate,,0.0,0.0,,0.0,0.0
INN22128,1.0,0.0,,,,0.0,,,2018.0,3.0,,Corporate,0.0,0.0,0.0,,,0.0
INN08289,2.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,12.0,,,,0.0,0.0,161.67,0.0,0.0
INN22062,2.0,,0.0,,,0.0,,,2018.0,10.0,,,,0.0,,,1.0,0.0
INN12892,2.0,,,2.0,,0.0,Room_Type 1,,,9.0,,,,0.0,0.0,105.0,0.0,0.0
INN19726,1.0,,,2.0,,0.0,,,2017.0,9.0,,Corporate,,0.0,,,,0.0
INN19819,3.0,0.0,1.0,,,,,,2018.0,11.0,,Online,,0.0,,126.0,0.0,1.0
INN34483,2.0,,,3.0,,,,102.0,2018.0,12.0,,,,0.0,,147.9,,0.0
INN08225,2.0,,1.0,2.0,Meal Plan 1,0.0,,,,,,,,0.0,,,2.0,0.0
INN24840,2.0,0.0,,3.0,Meal Plan 1,,Room_Type 1,,2018.0,11.0,,,,0.0,0.0,,0.0,0.0
INN08511,2.0,0.0,,,Meal Plan 1,0.0,,,2018.0,11.0,,Offline,,0.0,,,0.0,1.0
INN29415,1.0,0.0,,,,0.0,,,2018.0,10.0,,Offline,,0.0,,,0.0,1.0
INN06353,2.0,,,4.0,,,Room_Type 4,95.0,2018.0,8.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN04344,1.0,,,3.0,,0.0,,133.0,2018.0,6.0,,Online,0.0,0.0,0.0,,1.0,0.0
INN14149,2.0,,,,,0.0,,,2018.0,6.0,,,,0.0,,,1.0,0.0
INN17482,2.0,,,5.0,,0.0,Room_Type 1,170.0,2018.0,8.0,,Online,,0.0,0.0,114.75,,1.0
INN18160,1.0,,,,Not Selected,0.0,,,2017.0,11.0,,Online,,0.0,,,0.0,0.0
INN19771,,,,,Meal Plan 1,,,,2018.0,6.0,,,,0.0,,,0.0,1.0
INN33453,1.0,,1.0,,Meal Plan 1,,,,2018.0,5.0,,,,0.0,0.0,95.0,0.0,0.0
INN04405,2.0,0.0,0.0,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,4.0,27.0,,,0.0,0.0,131.0,1.0,0.0
INN31292,2.0,,,3.0,Meal Plan 1,,,,2018.0,4.0,,Online,,0.0,0.0,,1.0,0.0
INN30995,,,,1.0,Meal Plan 1,,,,2018.0,4.0,,,,0.0,0.0,,,1.0
INN27674,1.0,0.0,,1.0,,,,,2018.0,2.0,,,0.0,0.0,0.0,,0.0,1.0
INN13642,2.0,0.0,,1.0,,,,,2018.0,5.0,,,,0.0,,137.67,,1.0
INN12341,2.0,0.0,,,,0.0,,,2018.0,5.0,,,,0.0,0.0,,1.0,0.0
INN03419,,,,2.0,Meal Plan 1,,Room_Type 1,338.0,2018.0,10.0,,,,0.0,0.0,80.0,0.0,1.0
INN04283,2.0,,,2.0,Meal Plan 1,,Room_Type 1,,2018.0,10.0,,Online,,0.0,,69.53,2.0,0.0
INN28494,2.0,,,2.0,,,,,2018.0,,,,,0.0,,115.0,1.0,1.0
INN20719,3.0,,1.0,2.0,Meal Plan 1,,,18.0,2018.0,12.0,,Offline,,0.0,,,0.0,0.0
INN07851,1.0,0.0,1.0,,,0.0,,6.0,2018.0,12.0,,,0.0,0.0,,,1.0,0.0
INN34712,2.0,0.0,,,Meal Plan 1,0.0,Room_Type 2,,2018.0,10.0,,Online,,0.0,0.0,,1.0,0.0
INN12169,2.0,,,1.0,Meal Plan 1,0.0,,,2017.0,10.0,,Offline,,0.0,0.0,,,1.0
INN27874,2.0,,1.0,2.0,Meal Plan 1,0.0,,,2018.0,9.0,,,0.0,0.0,,95.0,0.0,1.0
INN27531,2.0,0.0,0.0,1.0,Meal Plan 1,,,,2018.0,7.0,,Online,,0.0,0.0,,2.0,0.0
INN29850,1.0,,,,,,,0.0,2018.0,10.0,17.0,,,0.0,10.0,65.0,,0.0
INN13173,2.0,,,5.0,,0.0,,,2018.0,8.0,,Online,,0.0,0.0,83.61,2.0,0.0
INN29272,2.0,,,1.0,,0.0,,208.0,2018.0,9.0,1.0,,,0.0,0.0,,1.0,1.0
INN34642,2.0,,,,,0.0,Room_Type 1,,2018.0,7.0,,,0.0,0.0,,,,0.0
INN27513,2.0,,,3.0,Meal Plan 1,0.0,,80.0,2017.0,9.0,,,0.0,0.0,,,0.0,0.0
INN27681,2.0,,,,,,,26.0,2017.0,9.0,,,,0.0,0.0,,0.0,0.0
INN17426,2.0,,,0.0,,0.0,Room_Type 1,,2018.0,2.0,7.0,Online,,0.0,,,1.0,1.0
INN08994,2.0,,,,,0.0,,133.0,2018.0,7.0,,,,0.0,0.0,,2.0,0.0
INN23164,,,2.0,0.0,Meal Plan 1,0.0,,1.0,2017.0,8.0,,Online,,0.0,0.0,,1.0,0.0
INN27670,2.0,,0.0,1.0,,0.0,,180.0,2017.0,10.0,,Offline,,0.0,0.0,70.0,0.0,1.0
INN03851,1.0,,,,Meal Plan 1,0.0,,,2018.0,4.0,,Online,,0.0,,109.65,1.0,1.0
INN17152,1.0,,,,,,,,2018.0,6.0,,Offline,,0.0,,120.0,0.0,1.0
INN05764,3.0,0.0,,1.0,,0.0,Room_Type 1,87.0,2018.0,10.0,,Offline,,0.0,0.0,105.4,0.0,0.0
INN12470,2.0,,,3.0,,,,,2017.0,9.0,,Offline,,0.0,0.0,102.0,0.0,1.0
INN00402,2.0,,2.0,2.0,,0.0,,213.0,2018.0,10.0,,Online,,0.0,0.0,,,1.0
INN09196,1.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,11.0,,,,0.0,0.0,,2.0,0.0
INN36119,2.0,,,,Meal Plan 1,,,,2017.0,10.0,,Online,,0.0,0.0,94.5,2.0,0.0
INN27218,1.0,,,1.0,,,,,2018.0,7.0,,,,0.0,0.0,,,1.0
INN18374,0.0,,,,,0.0,Room_Type 2,,2018.0,8.0,21.0,,,0.0,,,1.0,0.0
INN22283,,,,,Meal Plan 1,0.0,,,2018.0,2.0,,Offline,,0.0,,,,0.0
INN04547,2.0,,2.0,,,0.0,Room_Type 1,,2018.0,5.0,,,,0.0,,,0.0,0.0
INN27723,1.0,,,1.0,Meal Plan 1,0.0,,,2017.0,12.0,10.0,Corporate,,0.0,,65.0,,0.0
INN35890,2.0,,,2.0,,,Room_Type 1,,2018.0,5.0,,Online,,0.0,0.0,,1.0,0.0
INN33115,2.0,,0.0,1.0,Meal Plan 1,,Room_Type 1,,2018.0,3.0,,Offline,,0.0,0.0,540.0,0.0,1.0
INN25928,1.0,,,1.0,Meal Plan 1,,,14.0,2018.0,11.0,,Corporate,,0.0,0.0,,0.0,0.0
INN14849,3.0,,0.0,3.0,,0.0,,66.0,2018.0,6.0,,,,0.0,,150.3,0.0,1.0
INN22873,2.0,,1.0,3.0,,0.0,,,,10.0,,Online,0.0,0.0,,,0.0,0.0
INN19353,,,,,Meal Plan 1,,,,2018.0,5.0,,,,0.0,,,1.0,0.0
INN21541,3.0,0.0,,,,0.0,Room_Type 4,,2018.0,,5.0,Online,0.0,0.0,,,1.0,1.0
INN30814,2.0,,,1.0,,0.0,,,,4.0,16.0,,0.0,0.0,0.0,127.67,0.0,1.0
INN08060,2.0,,,1.0,Meal Plan 1,,Room_Type 1,,2018.0,5.0,,,,0.0,0.0,,,0.0
INN23121,2.0,,0.0,2.0,Meal Plan 1,,Room_Type 1,,2017.0,8.0,,Complementary,0.0,0.0,,,0.0,0.0
INN11934,1.0,,1.0,0.0,Meal Plan 1,,,,2018.0,12.0,,,,0.0,,,0.0,0.0
INN17237,2.0,,,1.0,,,Room_Type 1,9.0,2018.0,9.0,,Online,,0.0,0.0,,3.0,0.0
INN11356,,,,2.0,Meal Plan 1,0.0,Room_Type 4,,2018.0,10.0,17.0,,,0.0,,,0.0,1.0
INN08961,2.0,1.0,,,,,Room_Type 1,,2018.0,3.0,,,,0.0,,,1.0,0.0
INN25886,2.0,,0.0,,Meal Plan 1,,,,2018.0,6.0,,,,0.0,,,0.0,1.0
INN33035,2.0,,0.0,2.0,Meal Plan 2,,Room_Type 1,346.0,2018.0,9.0,,,,0.0,,,1.0,1.0
INN34482,2.0,0.0,,,Meal Plan 1,0.0,Room_Type 6,,2018.0,3.0,,Online,,0.0,,162.45,0.0,0.0
INN35105,2.0,,,1.0,Meal Plan 2,,Room_Type 1,,2018.0,6.0,6.0,,,0.0,,,1.0,1.0
INN13132,2.0,0.0,,2.0,Meal Plan 2,0.0,,,2017.0,7.0,,Offline,0.0,0.0,,,0.0,1.0
INN04881,,,,1.0,,0.0,,99.0,2018.0,2.0,,Corporate,,0.0,0.0,,0.0,0.0
INN32334,2.0,,0.0,,,0.0,,,2018.0,7.0,,Offline,,0.0,0.0,,0.0,0.0
INN11035,1.0,,,,Meal Plan 1,0.0,,14.0,2018.0,1.0,,Online,,0.0,,,0.0,0.0
INN14312,2.0,,,1.0,,,,,2018.0,6.0,,,,0.0,,,1.0,0.0
INN31455,2.0,0.0,,2.0,,0.0,Room_Type 1,42.0,2018.0,3.0,,Online,,0.0,,,1.0,0.0
INN33085,2.0,,,,,0.0,,84.0,2017.0,10.0,,,,0.0,,89.25,2.0,0.0
INN16955,2.0,,,1.0,Meal Plan 1,0.0,,,,4.0,,Online,,0.0,,,,0.0
INN36130,2.0,,0.0,,,,,,2018.0,6.0,,Online,,0.0,0.0,,2.0,0.0
INN20074,2.0,,,1.0,,,,,2018.0,6.0,,,0.0,0.0,,119.0,,0.0
INN18251,2.0,,0.0,1.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,6.0,,Offline,,0.0,0.0,,0.0,0.0
INN36211,3.0,,,2.0,Meal Plan 1,1.0,,87.0,,8.0,,,,0.0,,,1.0,0.0
INN31610,2.0,0.0,,2.0,,,,81.0,2018.0,3.0,,,,0.0,0.0,,0.0,0.0
INN00293,2.0,,1.0,,Meal Plan 1,0.0,,128.0,2017.0,8.0,8.0,,,0.0,0.0,,,0.0
INN20148,2.0,,,7.0,,0.0,Room_Type 1,35.0,2018.0,12.0,,,,0.0,,,1.0,0.0
INN18387,2.0,,,2.0,Meal Plan 1,,Room_Type 1,,2018.0,6.0,,Offline,,0.0,,,,0.0
INN26185,1.0,,,1.0,Meal Plan 1,,,,2017.0,11.0,,Corporate,,0.0,0.0,,,1.0
INN00622,2.0,,,2.0,,0.0,,,2018.0,4.0,,,,0.0,0.0,89.75,0.0,0.0
INN12600,2.0,,,1.0,Meal Plan 1,0.0,,,2017.0,8.0,,Offline,,0.0,0.0,63.75,1.0,1.0
INN15453,1.0,,,1.0,Meal Plan 1,0.0,,,2018.0,2.0,,,0.0,0.0,0.0,86.0,,0.0
INN04603,1.0,0.0,,2.0,,,,39.0,2017.0,8.0,,,,0.0,0.0,87.0,0.0,0.0
INN11735,3.0,,,4.0,,,Room_Type 1,,2017.0,12.0,,Online,,0.0,,,2.0,0.0
INN09401,,,,2.0,,,,,2018.0,10.0,,Offline,,0.0,,,0.0,0.0
INN27119,2.0,0.0,,2.0,,0.0,,,2018.0,4.0,,,,0.0,0.0,,1.0,0.0
INN32895,2.0,0.0,,1.0,,,Room_Type 1,103.0,2018.0,12.0,,,,0.0,,150.67,0.0,0.0
INN34565,2.0,,,2.0,,0.0,Room_Type 4,,2017.0,11.0,,,,0.0,,60.0,0.0,0.0
INN26354,1.0,,,2.0,,0.0,,8.0,,9.0,,Online,,0.0,0.0,,,1.0
INN03741,2.0,,,4.0,Meal Plan 2,0.0,Room_Type 1,12.0,2018.0,2.0,,Online,,0.0,,,3.0,0.0
INN15706,,0.0,,2.0,Meal Plan 2,0.0,,309.0,2018.0,5.0,,Offline,,0.0,,,,1.0
INN26060,2.0,,,3.0,,,,,,9.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN06989,2.0,,,2.0,,,,87.0,2018.0,4.0,,,,0.0,0.0,,2.0,0.0
INN29102,,,0.0,2.0,Meal Plan 1,0.0,,,2018.0,6.0,,,,0.0,0.0,,1.0,0.0
INN27032,2.0,,0.0,3.0,,0.0,,,2018.0,8.0,,Online,,0.0,0.0,,2.0,1.0
INN01938,2.0,,2.0,1.0,Meal Plan 2,0.0,,,2017.0,8.0,,,,0.0,,,0.0,0.0
INN33639,3.0,0.0,,2.0,,,Room_Type 1,,2017.0,12.0,,,,0.0,,,1.0,0.0
INN17684,2.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,12.0,,Offline,,0.0,,,,0.0
INN25725,,,,1.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,11.0,24.0,Corporate,,0.0,,79.0,0.0,0.0
INN24374,2.0,,,3.0,Meal Plan 1,,,,2018.0,6.0,,Offline,,0.0,0.0,,0.0,1.0
INN17123,,,2.0,2.0,,,,,,12.0,,Online,,0.0,0.0,88.4,1.0,0.0
INN16335,1.0,,,4.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,7.0,,Offline,0.0,0.0,0.0,,0.0,1.0
INN18199,2.0,2.0,,1.0,,0.0,,,2018.0,3.0,,Online,,0.0,0.0,,1.0,1.0
INN13513,2.0,,2.0,,,0.0,,,2018.0,5.0,,,,0.0,0.0,,1.0,0.0
INN04305,1.0,,,4.0,Meal Plan 1,0.0,Room_Type 4,45.0,2018.0,4.0,10.0,,,0.0,,,0.0,1.0
INN08495,1.0,,,,Meal Plan 1,,Room_Type 4,,2018.0,9.0,30.0,Aviation,,2.0,1.0,110.0,0.0,0.0
INN04348,,,2.0,1.0,Meal Plan 1,,Room_Type 1,33.0,2018.0,10.0,,,,0.0,,,,1.0
INN12881,2.0,0.0,0.0,3.0,Meal Plan 1,0.0,,,2018.0,5.0,,Offline,,0.0,0.0,,0.0,0.0
INN20441,1.0,,0.0,1.0,,,Room_Type 1,,2018.0,2.0,,Online,0.0,0.0,,,0.0,0.0
INN10389,2.0,,,5.0,Meal Plan 1,0.0,,,,8.0,,,0.0,0.0,,,0.0,0.0
INN14191,2.0,0.0,,2.0,Meal Plan 1,,,6.0,2018.0,3.0,,Online,,0.0,0.0,,0.0,1.0
INN15529,2.0,0.0,,1.0,Not Selected,,,88.0,,3.0,1.0,,,0.0,,,0.0,1.0
INN29859,2.0,,,1.0,Meal Plan 1,0.0,,,2018.0,8.0,,Online,,0.0,0.0,,0.0,
INN17025,2.0,,0.0,4.0,,,,,2018.0,6.0,,Online,,0.0,,,0.0,0.0
INN15810,2.0,0.0,,1.0,,0.0,Room_Type 1,,2017.0,8.0,,,,0.0,0.0,,0.0,1.0
INN29591,2.0,,,,,,Room_Type 1,,2018.0,9.0,,Offline,,0.0,0.0,,,1.0
INN13743,1.0,,,1.0,Meal Plan 1,1.0,,,2018.0,5.0,,Corporate,,0.0,2.0,,2.0,0.0
INN03015,2.0,,1.0,2.0,,,Room_Type 1,,2018.0,9.0,,,,0.0,0.0,106.2,,1.0
INN03345,1.0,,,1.0,Meal Plan 1,0.0,,,2017.0,10.0,,Online,,0.0,0.0,,1.0,0.0
INN27504,1.0,,,1.0,Meal Plan 1,,,,,10.0,,,,0.0,,115.0,0.0,1.0
INN33350,1.0,,0.0,2.0,,0.0,Room_Type 1,,2017.0,12.0,10.0,Online,,0.0,,,0.0,0.0
INN00035,2.0,,0.0,,,,Room_Type 1,72.0,2018.0,10.0,,,,0.0,,,0.0,0.0
INN09854,,0.0,,1.0,,0.0,,,2018.0,4.0,,,,0.0,0.0,,1.0,0.0
INN10230,1.0,,,1.0,,,,1.0,2018.0,2.0,,Offline,,0.0,0.0,,,1.0
INN25658,1.0,0.0,,3.0,Meal Plan 1,0.0,,,2018.0,1.0,,,0.0,0.0,,,,0.0
INN09839,2.0,,0.0,3.0,,,,,2018.0,2.0,,,,0.0,0.0,,0.0,0.0
